id,A1,A2,A3,A4,A6,A8,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,A5_A7,A5_A9,A5_A11,A5_A14,A5_A16,A5_A20-start,A5_A20-end,A5_A24,A5_A26,A5_A28-start,A5_A28-end,A5_B4-start,A5_B4-end,A5_B5,A5_B7,A5_B9-start,A5_B9-end,A5_B10-start,A5_B10-end,A5_B11-start,A5_B11-end,A7_A9,A7_A11,A7_A14,A7_A16,A7_A20-start,A7_A20-end,A7_A24,A7_A26,A7_A28-start,A7_A28-end,A7_B4-start,A7_B4-end,A7_B5,A7_B7,A7_B9-start,A7_B9-end,A7_B10-start,A7_B10-end,A7_B11-start,A7_B11-end,A9_A11,A9_A14,A9_A16,A9_A20-start,A9_A20-end,A9_A24,A9_A26,A9_A28-start,A9_A28-end,A9_B4-start,A9_B4-end,A9_B5,A9_B7,A9_B9-start,A9_B9-end,A9_B10-start,A9_B10-end,A9_B11-start,A9_B11-end,A11_A14,A11_A16,A11_A20-start,A11_A20-end,A11_A24,A11_A26,A11_A28-start,A11_A28-end,A11_B4-start,A11_B4-end,A11_B5,A11_B7,A11_B9-start,A11_B9-end,A11_B10-start,A11_B10-end,A11_B11-start,A11_B11-end,A14_A16,A14_A20-start,A14_A20-end,A14_A24,A14_A26,A14_A28-start,A14_A28-end,A14_B4-start,A14_B4-end,A14_B5,A14_B7,A14_B9-start,A14_B9-end,A14_B10-start,A14_B10-end,A14_B11-start,A14_B11-end,A16_A20-start,A16_A20-end,A16_A24,A16_A26,A16_A28-start,A16_A28-end,A16_B4-start,A16_B4-end,A16_B5,A16_B7,A16_B9-start,A16_B9-end,A16_B10-start,A16_B10-end,A16_B11-start,A16_B11-end,A20-start_A24,A20-endA24,A20-start_A26,A20-endA26,A20-start_A28-start,A20-endA28-start,A20-start_A28-end,A20-endA28-end,A20-start_B4-start,A20-endB4-start,A20-start_B4-end,A20-endB4-end,A20-start_B5,A20-endB5,A20-start_B7,A20-endB7,A20-start_B9-start,A20-endB9-start,A20-start_B9-end,A20-endB9-end,A20-start_B10-start,A20-endB10-start,A20-start_B10-end,A20-endB10-end,A20-start_B11-start,A20-endB11-start,A20-start_B11-end,A20-endB11-end,A24_A26,A24_A28-start,A24_A28-end,A24_B4-start,A24_B4-end,A24_B5,A24_B7,A24_B9-start,A24_B9-end,A24_B10-start,A24_B10-end,A24_B11-start,A24_B11-end,A26_A28-start,A26_A28-end,A26_B4-start,A26_B4-end,A26_B5,A26_B7,A26_B9-start,A26_B9-end,A26_B10-start,A26_B10-end,A26_B11-start,A26_B11-end,A28-start_B4-start,A28-endB4-start,A28-start_B4-end,A28-endB4-end,A28-start_B5,A28-endB5,A28-start_B7,A28-endB7,A28-start_B9-start,A28-endB9-start,A28-start_B9-end,A28-endB9-end,A28-start_B10-start,A28-endB10-start,A28-start_B10-end,A28-endB10-end,A28-start_B11-start,A28-endB11-start,A28-start_B11-end,A28-endB11-end,B4-start_B5,B4-endB5,B4-start_B7,B4-endB7,B4-start_B9-start,B4-endB9-start,B4-start_B9-end,B4-endB9-end,B4-start_B10-start,B4-endB10-start,B4-start_B10-end,B4-endB10-end,B4-start_B11-start,B4-endB11-start,B4-start_B11-end,B4-endB11-end,B5_B7,B5_B9-start,B5_B9-end,B5_B10-start,B5_B10-end,B5_B11-start,B5_B11-end,B7_B9-start,B7_B9-end,B7_B10-start,B7_B10-end,B7_B11-start,B7_B11-end,B9-start_B10-start,B9-endB10-start,B9-start_B10-end,B9-endB10-end,B9-start_B11-start,B9-endB11-start,B9-start_B11-end,B9-endB11-end,B10-start_B11-start,B10-endB11-start,B10-start_B11-end,B10-endB11-end,y
sample_424,300,125.0,0.0,980,21.0,0.0,100,102,0.2,102.0,104.0,0.2,100,50.0,10.0,5.0,0,75,300.0,3.5,3.5,65,45.0,800.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,36000,36000,41400,41400,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,28800,28800,34200,34200,37800,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,30600,30600,34200,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,27000,27000,30600,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,23400,23400,27000,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,104400,100800,104400,100800,109800,106200,109800,106200,113400,109800,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,19800,19800,23400,0,0,0,3600,3600,7200,7200,10800,10800,16200,16200,19800,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,102600,99000,102600,99000,106200,102600,0,0,0,0,90000,86400,93600,90000,93600,90000,99000,95400,99000,95400,102600,99000,0,0,0,0,3600,3600,9000,9000,12600,0,0,0,5400,5400,9000,0,0,91800,86400,95400,90000,0,0,0,0,0,0,0,0,0.885
sample_911,300,0.0,405.0,700,38.0,80.0,100,103,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,0,70,370.0,3.5,3.5,65,28.0,800.0,0.15,420,900,5400,9000,12600,16200,32400,34200,34200,36000,61200,63000,63000,70200,70200,88200,88200,93600,95400,100800,0,0,4500,8100,11700,15300,31500,33300,33300,35100,60300,62100,62100,69300,69300,87300,87300,92700,94500,99900,0,0,3600,7200,10800,27000,28800,28800,30600,55800,57600,57600,64800,64800,82800,82800,88200,90000,95400,0,0,3600,7200,23400,25200,25200,27000,52200,54000,54000,61200,61200,79200,79200,84600,86400,91800,0,0,3600,19800,21600,21600,23400,48600,50400,50400,57600,57600,75600,75600,81000,82800,88200,0,0,16200,18000,18000,19800,45000,46800,46800,54000,54000,72000,72000,77400,79200,84600,0,0,88200,86400,90000,88200,115200,113400,117000,115200,117000,115200,124200,122400,124200,122400,142200,140400,142200,140400,147600,145800,149400,147600,154800,153000,0,0,0,0,1800,27000,28800,28800,36000,36000,54000,54000,59400,61200,66600,0,0,25200,27000,27000,34200,34200,52200,52200,57600,59400,64800,0,0,88200,86400,95400,93600,95400,93600,113400,111600,113400,111600,118800,117000,120600,118800,126000,124200,0,0,0,0,93600,86400,111600,104400,111600,104400,117000,109800,118800,111600,124200,117000,0,0,0,0,18000,18000,23400,25200,30600,0,0,0,5400,7200,12600,0,0,93600,88200,99000,93600,0,0,0,0,0,0,0,0,0.935
sample_1172,300,0.0,405.0,700,29.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,75,45.0,1200.0,0.15,420,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.971
sample_660,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.947
sample_798,300,0.0,405.0,700,30.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,46800,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,43200,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,39600,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,36000,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,122400,118800,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,32400,0,0,0,0,0,3600,3600,7200,7200,14400,14400,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
sample_1961,300,0.0,405.0,700,30.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,46800,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,43200,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,39600,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,36000,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,122400,118800,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,32400,0,0,0,0,0,3600,3600,7200,7200,14400,14400,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918
sample_1202,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,14400,18000,21600,25200,25200,28800,28800,32400,32400,36000,36000,39600,39600,46800,46800,52200,52200,57600,57600,61200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.983
sample_100,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.902
sample_851,300,125.0,0.0,980,21.0,0.0,100,102,0.2,103.0,104.0,0.2,300,35.0,9.0,5.0,0,78,310.0,3.5,3.5,60,40.0,800.0,0.15,400,0,5400,9000,12600,16200,21600,23400,25200,27000,52200,55800,55800,59400,59400,72000,72000,77400,77400,86400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,16200,18000,19800,21600,46800,50400,50400,54000,54000,66600,66600,72000,72000,81000,0,0,3600,7200,12600,14400,16200,18000,43200,46800,46800,50400,50400,63000,63000,68400,68400,77400,0,0,3600,9000,10800,12600,14400,39600,43200,43200,46800,46800,59400,59400,64800,64800,73800,0,0,5400,7200,9000,10800,36000,39600,39600,43200,43200,55800,55800,61200,61200,70200,0,0,90000,88200,91800,90000,117000,115200,120600,118800,120600,118800,124200,122400,124200,122400,136800,135000,136800,135000,142200,140400,142200,140400,151200,149400,0,0,0,0,1800,27000,30600,30600,34200,34200,46800,46800,52200,52200,61200,0,0,25200,28800,28800,32400,32400,45000,45000,50400,50400,59400,0,0,90000,86400,93600,90000,93600,90000,106200,102600,106200,102600,111600,108000,111600,108000,120600,117000,0,0,0,0,90000,86400,102600,99000,102600,99000,108000,104400,108000,104400,117000,113400,0,0,0,0,12600,12600,18000,18000,27000,0,0,0,5400,5400,14400,0,0,91800,86400,100800,95400,0,0,0,0,0,0,0,0,0.879
sample_449,300,0.0,405.0,700,34.0,0.0,100,100,0.2,103.0,104.0,0.2,200,50.0,9.0,5.0,0,78,300.0,3.5,3.5,65,45.0,800.0,0.15,400,0,3600,7200,10800,14400,16200,18000,19800,21600,27000,30600,30600,34200,34200,46800,50400,55800,59400,64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,12600,14400,16200,18000,23400,27000,27000,30600,30600,43200,46800,52200,55800,61200,0,0,3600,7200,9000,10800,12600,14400,19800,23400,23400,27000,27000,39600,43200,48600,52200,57600,0,0,3600,5400,7200,9000,10800,16200,19800,19800,23400,23400,36000,39600,45000,48600,54000,0,0,1800,3600,5400,7200,12600,16200,16200,19800,19800,32400,36000,41400,45000,50400,0,0,90000,88200,91800,90000,97200,95400,100800,99000,100800,99000,104400,102600,104400,102600,117000,115200,120600,118800,126000,124200,129600,127800,135000,133200,0,0,0,0,1800,7200,10800,10800,14400,14400,27000,30600,36000,39600,45000,0,0,5400,9000,9000,12600,12600,25200,28800,34200,37800,43200,0,0,90000,86400,93600,90000,93600,90000,106200,102600,109800,106200,115200,111600,118800,115200,124200,120600,0,0,0,0,3600,86400,16200,99000,19800,102600,25200,108000,28800,111600,34200,117000,0,0,0,0,12600,16200,21600,25200,30600,0,0,3600,9000,12600,18000,0,0,95400,90000,100800,95400,0,0,0,0,0,0,0,0,0.902
sample_1456,300,0.0,405.0,700,21.0,0.0,100,101,0.2,103.0,103.0,0.2,300,50.0,10.0,5.0,0,75,350.0,3.5,3.5,65,45.0,800.0,0.15,385,0,7200,10800,14400,18000,25200,27000,28800,30600,59400,63000,63000,66600,66600,77400,84600,88200,90000,93600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,18000,19800,21600,23400,52200,55800,55800,59400,59400,70200,77400,81000,82800,86400,0,0,3600,7200,14400,16200,18000,19800,48600,52200,52200,55800,55800,66600,73800,77400,79200,82800,0,0,3600,10800,12600,14400,16200,45000,48600,48600,52200,52200,63000,70200,73800,75600,79200,0,0,7200,9000,10800,12600,41400,45000,45000,48600,48600,59400,66600,70200,72000,75600,0,0,90000,88200,91800,90000,120600,118800,124200,122400,124200,122400,127800,126000,127800,126000,138600,136800,145800,144000,149400,147600,151200,149400,154800,153000,0,0,0,0,1800,30600,34200,34200,37800,37800,48600,55800,59400,61200,64800,0,0,28800,32400,32400,36000,36000,46800,54000,57600,59400,63000,0,0,90000,86400,93600,90000,93600,90000,104400,100800,111600,108000,115200,111600,117000,113400,120600,117000,0,0,0,0,90000,86400,100800,97200,108000,104400,111600,108000,113400,109800,117000,113400,0,0,0,0,10800,18000,21600,23400,27000,0,0,7200,10800,12600,16200,0,0,91800,88200,95400,91800,0,0,0,0,0,0,0,0,0.879
sample_1872,300,0.0,405.0,700,29.0,0.0,100,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.925
sample_1734,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,78,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,55800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,48600,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,45000,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,41400,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,37800,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,124200,120600,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,34200,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,30600,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,117000,113400,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,113400,109800,7200,7200,12600,12600,18000,18000,23400,0,5400,5400,10800,10800,16200,91800,86400,97200,91800,97200,91800,102600,97200,91800,86400,97200,91800,0.947
sample_756,300,0.0,405.0,700,28.0,0.0,100,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,36000,36000,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,28800,28800,39600,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,36000,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,32400,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,104400,100800,104400,100800,115200,111600,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,25200,0,0,0,0,0,3600,3600,7200,7200,10800,10800,21600,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,108000,104400,0,0,0,0,0,0,0,0,90000,86400,93600,90000,93600,90000,104400,100800,0,0,0,0,0,0,0,0,3600,3600,14400,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
sample_977,300,0.0,405.0,700,23.0,0.0,100,101,0.2,102.0,102.0,0.2,200,30.0,9.0,5.0,0,75,280.0,3.5,3.5,60,38.0,900.0,0.15,420,0,6000,9600,13200,16800,17400,19800,21600,23400,30600,34200,119700,124200,124200,133200,133200,138600,141000,146400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,11400,13800,15600,17400,24600,28200,113700,118200,118200,127200,127200,132600,135000,140400,0,0,3600,7200,7800,10200,12000,13800,21000,24600,110100,114600,114600,123600,123600,129000,131400,136800,0,0,3600,4200,6600,8400,10200,17400,21000,106500,111000,111000,120000,120000,125400,127800,133200,0,0,600,3000,4800,6600,13800,17400,102900,107400,107400,116400,116400,121800,124200,129600,0,0,90600,88200,92400,90000,99600,97200,103200,100800,188700,186300,193200,190800,193200,190800,202200,199800,202200,199800,207600,205200,210000,207600,215400,213000,0,0,0,0,1800,9000,12600,98100,102600,102600,111600,111600,117000,119400,124800,0,0,7200,10800,96300,100800,100800,109800,109800,115200,117600,123000,0,0,89100,85500,93600,90000,93600,90000,102600,99000,102600,99000,108000,104400,110400,106800,115800,112200,0,0,0,0,90900,86400,99900,95400,99900,95400,105300,100800,107700,103200,113100,108600,0,0,0,0,9000,9000,14400,16800,22200,0,0,0,5400,7800,13200,0,0,94200,88800,99600,94200,0,0,0,0,0,0,0,0,0.923
sample_116,300,0.0,405.0,700,30.0,0.0,100,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.902
